FID,STATE,FIPS,TRT,TRTKEY,CTTRTKEY,FENAME,COLOR,anglo,asian,hisp,total,vap,black,bh,nanglo,anglovap,hispvap,bhvap,blackvap,asianvap,nanglovap,Shape_Leng,Shape_Ar_1
694,48,041,000105,695,041000105,BRAZOS,1,2951,55,500,3722,3065,130,620,771,2479,372,464,93,39,586,27197.028425299999071,31721928.735800001770258
695,48,041,000106,696,041000106,BRAZOS,1,2584,59,846,3708,2729,105,939,1124,2026,524,577,60,38,703,98783.384996799999499,179453844.745999991893768
696,48,041,000107,697,041000107,BRAZOS,1,3083,135,768,4467,3517,391,1127,1384,2514,544,804,272,104,1003,15507.671933100000388,13476013.153699999675155
697,48,041,000108,698,041000108,BRAZOS,1,1039,8,196,1330,1060,45,237,291,863,126,154,30,8,197,33291.683050599996932,52360067.446900002658367
698,48,041,000203,699,041000203,BRAZOS,1,1536,82,671,2863,2155,494,1131,1327,1283,444,738,297,57,872,9312.788400890000048,2886855.331559999845922
699,48,041,000204,700,041000204,BRAZOS,1,1223,110,1228,3706,2904,1111,2293,2483,1096,864,1648,799,96,1808,6025.983172690000174,1362644.368299999972805
700,48,041,000205,701,041000205,BRAZOS,1,1644,17,2210,4486,3473,536,2731,2842,1401,1507,1977,484,13,2072,56159.998425099998713,146392156.655000001192093
701,48,041,000206,702,041000206,BRAZOS,1,1236,85,790,2419,1839,286,1057,1183,1053,483,672,200,75,786,13970.193515999999363,7758115.860650000162423
702,48,041,000207,703,041000207,BRAZOS,1,1634,90,642,2788,2341,372,1005,1154,1477,457,738,288,77,864,68429.764779499993892,85864172.855800002813339
703,48,041,000301,704,041000301,BRAZOS,1,804,26,2251,3799,2607,704,2898,2995,626,1444,1897,474,24,1981,11611.923859099999390,4499582.293870000168681
704,48,041,000302,705,041000302,BRAZOS,1,1034,47,2432,3964,2814,426,2842,2930,880,1569,1866,303,40,1934,8786.214611769999465,4611811.301649999804795
705,48,041,000401,706,041000401,BRAZOS,1,874,58,1468,3811,2921,1411,2850,2937,781,1068,2076,1017,38,2140,7533.655965560000368,3690428.558399999979883
706,48,041,000402,707,041000402,BRAZOS,1,491,27,507,1475,1067,438,913,984,394,328,624,308,17,673,4471.700800929999787,965211.299327000044286
707,48,041,000501,708,041000501,BRAZOS,1,313,17,2020,4101,2855,1783,3759,3788,267,1250,2567,1337,5,2588,11553.359423399999287,3581300.237970000132918
708,48,041,000502,709,041000502,BRAZOS,1,91,2,875,1307,976,339,1201,1216,71,624,895,282,2,905,6890.568966660000115,1363202.211989999981597
709,48,041,000603,710,041000603,BRAZOS,1,490,49,3626,4960,3505,784,4376,4470,433,2452,2997,558,39,3072,11978.793078999999125,5151355.481300000101328
710,48,041,000605,711,041000605,BRAZOS,1,616,33,3455,4982,3175,930,4303,4366,482,2081,2638,590,32,2693,9397.428398640000523,3535555.428429999854416
711,48,041,000606,712,041000606,BRAZOS,1,65,5,1319,1577,1062,149,1455,1512,61,864,963,100,5,1001,5539.473282449999715,958251.557267999975011
712,48,041,000700,713,041000700,BRAZOS,1,1018,22,1411,2912,2156,414,1812,1894,835,961,1252,299,14,1321,6162.663183409999874,1754880.062810000032187
713,48,041,000800,714,041000800,BRAZOS,1,2639,85,1679,5017,3935,537,2162,2378,2256,1156,1518,375,60,1679,9114.574727630000780,4201039.148509999737144
714,48,041,000900,715,041000900,BRAZOS,1,532,35,1458,2506,1766,466,1894,1974,467,968,1238,276,32,1299,7995.206213690000368,3346734.438140000216663
715,48,041,001001,716,041001001,BRAZOS,1,1138,580,1463,3849,2948,646,2068,2711,1019,961,1352,403,521,1929,4067.588319359999787,970812.758097999962047
716,48,041,001002,717,041001002,BRAZOS,1,1988,441,786,3576,3101,323,1077,1588,1807,612,815,226,417,1294,7615.196659479999653,1970617.719710000092164
717,48,041,001101,718,041001101,BRAZOS,1,1845,86,640,3098,2425,491,1092,1253,1566,423,729,322,68,859,9800.947356149999905,3422082.447480000089854
718,48,041,001102,719,041001102,BRAZOS,1,687,49,460,1618,1227,386,829,931,592,296,559,268,38,635,3018.255347230000098,446019.372809000022244
719,48,041,001301,720,041001301,BRAZOS,1,1159,154,519,2255,1868,398,898,1096,1033,404,659,262,128,835,7126.467124200000399,1637391.384880000026897
720,48,041,001302,721,041001302,BRAZOS,1,1933,288,775,3450,2779,376,1126,1517,1644,585,809,237,248,1135,7079.313293600000179,2365351.273949999827892
721,48,041,001303,722,041001303,BRAZOS,1,2566,307,998,4896,4030,946,1896,2330,2284,766,1368,633,272,1746,6672.485825839999961,2303033.014299999922514
722,48,041,001401,723,041001401,BRAZOS,1,1612,430,702,2944,2712,166,858,1332,1530,615,749,140,395,1182,1962.467206649999980,224725.812536000012187
723,48,041,001604,724,041001604,BRAZOS,1,2519,507,1149,4917,3962,645,1763,2398,2159,861,1289,438,406,1803,7536.456458220000059,2558215.257819999940693
724,48,041,001605,725,041001605,BRAZOS,1,1458,282,729,3425,2692,910,1589,1967,1264,543,1107,585,246,1428,4699.896640670000124,1044913.972139999968931
725,48,041,001606,726,041001606,BRAZOS,1,1228,393,527,2562,2130,402,906,1334,1073,411,674,276,351,1057,5078.927193509999597,1164953.723639999981970
726,48,041,001607,727,041001607,BRAZOS,1,702,433,337,1659,1443,170,494,957,626,270,385,124,405,817,3281.631661840000106,554727.028113999986090
727,48,041,001608,728,041001608,BRAZOS,1,1659,93,403,2653,2125,487,873,994,1488,279,544,272,70,637,5636.649094239999613,1845453.657230000011623
728,48,041,001702,729,041001702,BRAZOS,1,943,218,744,2353,1824,396,1112,1410,848,468,722,266,186,976,7975.056859540000005,2878896.416830000001937
729,48,041,001703,730,041001703,BRAZOS,1,1681,715,625,3422,2855,400,1010,1741,1451,497,762,270,616,1404,4450.994428549999611,1218300.655629999935627
730,48,041,001704,731,041001704,BRAZOS,1,849,245,507,1917,1577,310,788,1068,743,376,584,223,211,834,5057.520731020000312,1421645.062810000032187
731,48,041,001801,732,041001801,BRAZOS,1,2808,176,939,4684,3571,673,1569,1876,2289,632,1058,448,133,1282,6839.071624490000431,2911105.663699999917299
732,48,041,001803,733,041001803,BRAZOS,1,3464,720,982,6021,4701,712,1651,2557,2860,707,1139,453,554,1841,7826.146322620000319,3312474.258499999996275
733,48,041,001804,734,041001804,BRAZOS,1,735,153,250,1314,950,145,377,579,584,152,233,88,101,366,5835.748148450000372,1455773.736319999909028
734,48,041,001901,735,041001901,BRAZOS,1,2400,189,365,3248,2816,210,553,848,2149,284,428,157,139,667,6527.439526479999586,2699374.985559999942780
735,48,041,001902,736,041001902,BRAZOS,1,1878,88,626,2931,2302,290,904,1053,1564,440,622,192,65,738,7393.164674120000200,2980830.290820000227541
736,48,041,002001,737,041002001,BRAZOS,1,3748,317,573,4897,3882,115,671,1149,3043,407,487,88,240,839,18726.318943499998568,11999515.531400000676513
737,48,041,002006,738,041002006,BRAZOS,1,999,171,194,1520,1137,117,307,521,771,125,206,83,121,366,4596.717188980000174,1052734.312990000005811
738,48,041,002009,739,041002009,BRAZOS,1,4050,633,345,5231,3876,107,439,1181,3088,204,266,67,444,788,26580.022899899999175,17467187.613800000399351
739,48,041,002010,740,041002010,BRAZOS,1,2888,161,446,3718,2775,96,533,830,2190,305,364,63,113,585,84653.177534100002958,124755558.103000000119209
740,48,041,002011,741,041002011,BRAZOS,1,4541,193,708,5898,4068,254,942,1357,3226,433,575,154,126,842,117685.761010999995051,216239413.176999986171722
741,48,041,002014,742,041002014,BRAZOS,1,2767,433,701,4381,4108,385,1075,1614,2594,653,998,354,413,1514,47577.978295799999614,31911565.459600001573563
742,48,041,002016,743,041002016,BRAZOS,1,2595,225,500,3581,3054,174,665,986,2265,380,512,134,207,789,48880.001698400003079,63156981.338699996471405
743,48,041,002017,744,041002017,BRAZOS,1,2856,1113,1926,6543,6475,957,2553,3687,2838,1896,2520,953,1098,3637,8184.952019090000249,4399163.388050000183284
744,48,041,002018,745,041002018,BRAZOS,1,2012,296,597,3352,2428,394,953,1340,1546,385,595,221,218,882,6199.846949019999556,1860962.590360000031069
745,48,041,002019,746,041002019,BRAZOS,1,2105,501,542,3495,2446,269,793,1390,1531,328,490,163,339,915,6378.317812459999914,2108499.565080000087619
746,48,041,002020,747,041002020,BRAZOS,1,1768,84,550,2673,1944,237,766,905,1378,344,477,141,49,566,21247.993102600001293,21286038.622400000691414
747,48,041,002021,748,041002021,BRAZOS,1,4817,296,1356,6914,5954,307,1637,2097,4310,1049,1265,226,257,1644,20046.725038199998380,15082590.309299999848008
748,48,041,002022,749,041002022,BRAZOS,1,3771,248,1041,5720,4773,551,1554,1949,3317,761,1122,374,212,1456,12696.028985499999180,6341873.594239999540150
749,48,041,002023,750,041002023,BRAZOS,1,1249,221,732,2448,2135,183,904,1199,1102,614,763,157,206,1033,3360.019877019999967,550299.860376000055112
750,48,041,002024,751,041002024,BRAZOS,1,2244,383,857,3793,3611,249,1083,1549,2144,815,1028,232,360,1467,4395.862871719999930,898646.430016000056639
751,48,041,002025,752,041002025,BRAZOS,1,3768,439,799,5470,3820,327,1107,1702,2678,513,716,211,315,1142,8657.350362209999730,4296429.080889999866486
752,48,041,002026,753,041002026,BRAZOS,1,3715,1115,595,5792,3819,237,815,2077,2485,345,489,151,749,1334,10733.090758599999390,4588220.762509999796748
753,48,041,002100,754,041002100,BRAZOS,1,8218,2393,3854,15243,14839,1014,4510,7025,8040,3755,4361,958,2323,6799,9540.678587180000250,4102712.689979999791831
754,48,041,980000,755,041980000,BRAZOS,1,1,0,2,3,2,2,2,2,1,1,1,1,0,1,12336.434970399999656,4839849.885689999908209
755,48,043,950300,756,043950300,BREWSTER,5,2490,120,1881,4764,3868,199,2038,2274,2131,1391,1535,160,91,1737,26445.660573500001192,16690660.063400000333786
756,48,043,950400,757,043950400,BREWSTER,5,365,13,1125,1552,1233,42,1155,1187,306,886,906,26,9,927,18597.520427899999049,4240185.852719999849796
757,48,043,950500,758,043950500,BREWSTER,5,2093,31,957,3230,2745,46,983,1137,1881,705,730,37,22,864,663426.447506999946199,15958649567.000000000000000
758,48,045,950200,759,045950200,BRISCOE,1,1008,13,368,1435,1113,30,391,427,811,259,276,17,10,302,193137.325913000007858,2333099044.610000133514404
759,48,047,950100,760,047950100,BROOKS,2,409,13,1787,2236,1827,17,1803,1827,388,1402,1418,16,9,1439,232473.951669000001857,2433256399.639999866485596
760,48,047,950200,761,047950200,BROOKS,2,315,35,4455,4840,3502,30,4468,4525,255,3191,3204,13,29,3247,17262.945604699998512,12999593.299200000241399
761,48,049,950100,762,049950100,BROWN,2,1821,7,203,2127,1787,30,227,306,1564,143,157,18,5,223,142117.610829000012018,618323146.156999945640564
762,48,049,950201,763,049950201,BROWN,2,1305,6,198,1605,1343,35,231,300,1139,133,161,30,6,204,86180.463186900000437,175561969.893000006675720
763,48,049,950202,764,049950202,BROWN,2,1903,12,274,2331,1999,66,336,428,1671,195,243,49,12,328,96606.163860100001330,262880020.747000008821487
764,48,049,950300,765,049950300,BROWN,2,2512,13,314,2942,2417,28,335,430,2120,206,211,8,8,297,128938.570091000001412,484145563.439999997615814
765,48,049,950500,766,049950500,BROWN,2,2116,24,516,2858,2225,109,611,742,1713,340,414,75,14,512,59571.881704599996738,163693232.724999994039536
766,48,049,950600,767,049950600,BROWN,2,1446,34,838,2585,1893,204,1028,1139,1160,536,653,125,21,733,19255.229091299999709,6628895.986419999971986
767,48,049,950700,768,049950700,BROWN,2,523,10,497,1293,1083,242,718,770,465,377,570,210,10,618,16216.474291700000322,6145330.846309999935329
768,48,049,950800,769,049950800,BROWN,2,1173,27,1062,2456,1841,169,1197,1283,937,751,849,112,16,904,9248.517571880000105,3324556.879619999788702
769,48,049,950900,770,049950900,BROWN,2,3056,70,1222,4693,3559,235,1434,1637,2452,804,954,156,50,1107,9044.366642940000020,4871976.299449999816716
770,48,049,951000,771,049951000,BROWN,2,1596,29,665,2472,1797,126,771,876,1228,421,487,73,13,569,13080.707462700000178,5152405.243990000337362
771,48,049,951100,772,049951100,BROWN,2,3155,33,888,4376,3423,220,1093,1221,2606,566,705,144,30,817,18706.220849599998473,13910652.151200000196695
772,48,049,951200,773,049951200,BROWN,2,3545,93,724,4652,3588,114,816,1107,2845,462,511,56,70,743,56974.452440699998988,84704090.842299997806549
773,48,049,951300,774,049951300,BROWN,2,2521,24,810,3705,2923,303,1087,1184,2049,591,792,207,24,874,158714.090698000014527,638875390.723000049591064
774,48,051,970100,775,051970100,BURLESON,3,1066,10,182,1399,1139,134,312,333,896,124,236,112,3,243,75929.230658400003449,257490764.053999990224838
775,48,051,970201,776,051970201,BURLESON,3,1331,12,276,1769,1437,112,384,438,1106,204,290,89,9,331,100615.149248000001535,264602779.321000009775162
776,48,051,970202,777,051970202,BURLESON,3,1835,15,424,2535,2016,187,608,700,1535,263,400,140,9,481,113377.537953000006382,387117463.457000017166138
777,48,051,970300,778,051970300,BURLESON,3,2238,31,1303,4178,3158,555,1833,1940,1828,858,1238,389,27,1330,35435.819385599999805,26830631.981199998408556
778,48,051,970400,779,051970400,BURLESON,3,2100,14,726,3502,2717,587,1268,1402,1719,492,897,418,11,998,160443.880081999988761,544893537.105999946594238
779,48,051,970501,780,051970501,BURLESON,3,1420,19,238,1904,1609,112,349,484,1261,166,234,69,13,348,66207.169346599999699,117285138.684000000357628
780,48,051,970502,781,051970502,BURLESON,3,1268,17,563,2355,1835,458,983,1087,1058,396,694,315,10,777,85001.144008500006748,147638402.344000011682510
781,48,053,960101,782,053960101,BURNET,1,3224,54,1139,4639,3601,68,1197,1415,2659,734,764,38,38,942,117512.394117999996524,708081740.603000044822693
782,48,053,960102,783,053960102,BURNET,1,1802,16,358,2316,1794,47,399,514,1432,240,261,23,15,362,46826.720345399997314,86485897.420200005173683
783,48,053,960200,784,053960200,BURNET,1,2900,29,309,3381,2791,42,348,481,2460,200,224,24,15,331,164969.207552000007126,775920414.901000022888184
784,48,053,960301,785,053960301,BURNET,1,1695,34,859,2809,2338,136,985,1114,1475,652,768,121,26,863,21338.968495299999631,21780286.229299999773502
785,48,053,960302,786,053960302,BURNET,1,3198,85,861,4356,3226,97,934,1158,2500,516,566,65,57,726,41416.933168000003207,35941588.131700001657009
786,48,053,960401,787,053960401,BURNET,1,2762,12,467,3469,2925,93,555,707,2413,320,380,65,11,512,75702.626011900007143,132510264.365999996662140
787,48,053,960402,788,053960402,BURNET,1,2388,27,389,2974,2420,33,414,586,2018,255,269,20,21,402,100124.276972000006936,253826461.076999992132187
788,48,053,960501,789,053960501,BURNET,1,1596,33,2407,4168,3029,63,2459,2572,1351,1550,1577,28,25,1678,20822.888753600000200,17239242.508799999952316
789,48,053,960502,790,053960502,BURNET,1,1581,8,327,2020,1726,28,353,439,1406,229,238,11,7,320,27855.028600800000277,16650447.056399999186397
790,48,053,960600,791,053960600,BURNET,1,3352,41,830,4356,3541,41,854,1004,2862,555,565,22,28,679,78953.976990700000897,150048052.870999991893768
791,48,053,960701,792,053960701,BURNET,1,2404,105,1277,4007,3154,127,1387,1603,2027,880,955,85,81,1127,32629.177152299998852,28084775.837299998849630
792,48,053,960702,793,053960702,BURNET,1,2477,86,674,3476,2665,109,772,999,2022,423,487,72,56,643,29111.278199799999129,38108624.255199998617172
793,48,053,960801,794,053960801,BURNET,1,1830,42,774,2793,2111,66,825,963,1502,472,507,35,29,609,25320.018231400001241,33113265.963399998843670
794,48,053,960802,795,053960802,BURNET,1,2114,24,282,2508,2128,24,306,394,1858,184,198,14,19,270,76479.100261100000353,156712708.687000006437302
795,48,053,960803,796,053960803,BURNET,1,1487,33,246,1858,1534,37,280,371,1279,162,191,29,21,255,79519.922153699997580,180761807.238000005483627
796,48,055,960102,797,055960102,CALDWELL,1,2557,28,2239,5225,3815,268,2490,2668,2088,1426,1581,161,17,1727,128482.111441999993986,322579132.162999987602234
797,48,055,960103,798,055960103,CALDWELL,1,1418,54,6323,7993,5326,151,6446,6575,1193,3934,4030,103,38,4133,52045.505908899998758,147946261.120999991893768
798,48,055,960104,799,055960104,CALDWELL,1,723,26,1287,2135,1564,73,1348,1412,601,868,915,49,17,963,54100.572541900000942,116833503.650000005960464
799,48,055,960200,800,055960200,CALDWELL,1,1919,52,2885,5486,4384,644,3475,3567,1699,2113,2607,512,32,2685,30568.533663800000795,29336357.859900001436472
800,48,055,960300,801,055960300,CALDWELL,1,2219,74,2118,4732,3621,243,2320,2513,1861,1491,1622,152,46,1760,17145.006064599998354,10408339.195399999618530
801,48,055,960400,802,055960400,CALDWELL,1,1362,60,2746,4506,3364,317,3016,3144,1139,1909,2124,230,47,2225,23390.700100300000486,23884551.086699999868870
802,48,055,960501,803,055960501,CALDWELL,1,1274,32,2388,4201,3275,459,2803,2927,1095,1723,2079,386,20,2180,49038.553907599998638,59181964.596600003540516
803,48,055,960502,804,055960502,CALDWELL,1,1154,28,1599,2946,2233,108,1694,1792,977,1118,1184,70,18,1256,99109.525588999997126,173255351.504000008106232
804,48,055,960600,805,055960600,CALDWELL,1,1879,36,756,2874,2220,129,867,995,1543,484,568,87,28,677,143572.536284000001615,492122176.481999993324280
805,48,055,960701,806,055960701,CALDWELL,1,621,13,1809,2784,1970,357,2113,2163,541,1160,1399,250,7,1429,23211.530605100000685,15689699.855399999767542
806,48,055,960702,807,055960702,CALDWELL,1,1434,41,1318,3001,2262,183,1453,1567,1206,874,969,105,24,1056,35483.254579899999953,18822198.141800001263618
807,48,057,000100,808,057000100,CALHOUN,5,1613,796,2820,5389,4012,118,2907,3776,1345,1944,2018,78,585,2667,18836.408885900000314,18658138.170200001448393
808,48,057,000200,809,057000200,CALHOUN,5,775,72,2846,3864,2894,190,3013,3089,664,2035,2174,153,53,2230,17728.079553600000509,11703811.976299999281764
809,48,057,000300,810,057000300,CALHOUN,5,821,26,364,1287,1035,27,389,466,719,234,258,24,18,316,105628.981096999996225,477377509.416000008583069
810,48,057,000401,811,057000401,CALHOUN,5,1497,115,1725,3469,2651,109,1795,1972,1259,1197,1245,65,89,1392,82528.374308600003133,264980411.529000014066696
811,48,057,000402,812,057000402,CALHOUN,5,1426,78,1407,2984,2319,69,1455,1558,1149,1060,1098,51,56,1170,83363.979888500005472,215482395.409000009298325
812,48,057,000501,813,057000501,CALHOUN,5,1226,11,367,1655,1397,12,378,429,1066,277,286,10,10,331,118843.218750999993063,330049315.364000022411346
813,48,057,000502,814,057000502,CALHOUN,5,1016,71,329,1458,1194,9,334,442,870,233,238,9,55,324,220675.459276999987196,1074352673.559999942779541
814,48,057,990000,815,057990000,CALHOUN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125500.893259999997099,276690850.061999976634979
815,48,059,030101,816,059030101,CALLAHAN,4,4170,26,508,4966,3751,103,597,796,3222,322,366,46,20,529,20184.158430399998906,18891569.835099998861551
816,48,059,030102,817,059030102,CALLAHAN,4,3822,50,428,4621,3665,131,547,799,3115,290,371,86,36,550,178151.945317000005161,857805922.955000042915344
817,48,059,030200,818,059030200,CALLAHAN,4,3563,33,370,4121,3280,35,401,558,2884,255,271,19,25,396,178448.569679999985965,1448502939.220000028610229
818,48,061,010101,819,061010101,CAMERON,1,486,5,2979,3495,2599,24,2984,3009,425,2151,2154,10,4,2174,46900.236315800000739,54531251.706000000238419
819,48,061,010102,820,061010102,CAMERON,1,387,14,1050,1458,1155,8,1056,1071,368,767,772,6,14,787,96093.829251500006649,373371039.032000005245209
